id,corpus,sentence,token,complexity,biomedical,bible,subtitles,wiki,familarity
3VQTAXTYN3LU1FRQPIPQ4W4T1PHBUR,bible,tabernacle outer covering roof clasp board bar pillar socket,outer covering,0.4027777777777778,1,1,1,0,0.0
3ZXNP4Z39RL4GD163NL987ME58XL7L,bible,wicked fool go,wicked fool,0.4027777777777778,1,0,1,1,275.5
3KG2UQJ0MJO4AV96BZAULQ7YFTPQNQ,bible,beware false prophet come sheep clothing inwardly ravening wolf,ravening wolf,0.4027777777777778,1,1,1,1,268.5
3GVPRXWRPHU2QCT0IKOWGRUMO44I75,bible,joab gave sum numbering people king israel eight hundred thousand valiant men drew sword men judah five hundred thousand men,valiant men,0.4027777777777778,1,1,1,1,310.5
3HRWUH63QU2FH9Q8R7MRNFC7JX35NT,bible,shall prey taken mighty lawful captive delivered,lawful captive,0.4027777777777778,1,1,1,1,457.5
3Z3R5YC0P3N5EJOHUFLCIQ9CX92FTM,bible,behold isnt yahweh army people labor fire nation weary vanity,people labor,0.4078947368421053,1,1,1,0,314.0
3MGHRFQY2LPAY18L13PQN0EN69W0YT,bible,therefore child israel shall keep sabbath observe sabbath throughout generation perpetual covenant,perpetual covenant,0.4078947368421053,1,1,1,1,0.0
3RBI0I35XE36FT7IKQ79PYCU9LFY3L,bible,oak bashan made oar made bench ivory inlaid boxwood island kittim,ivory inlaid,0.4107142857142857,1,1,1,1,256.0
3XT3KXP24ZYJMCFVZAJ4ADUQTTKI66,bible,let heart seek yahweh rejoice,yahweh rejoice,0.4166666666666666,1,1,1,1,264.5
3JMQI2OLFZ5ALM516D4ALR0ZWE0NDI,bible,looked like jasper stone sardius,jasper stone,0.4166666666666666,1,1,1,1,282.0
3NCN4N1H1GHH6P7HSHD4Q1CZTTOBNZ,bible,brass shin armor leg javelin brass shoulder,shin armor,0.4166666666666666,1,1,1,1,188.0
3BFF0DJK8XCEIOT30ZLBPPSRMZWSTI,bible,also utter judgment,utter judgment,0.4166666666666666,1,0,1,1,240.0
3IVEC1GSLPZKA1Y4BMSNRII9YXSJ1K,bible,every animal earth every bird sky everything creep earth life given every green herb food,green herb,0.4166666666666666,1,1,1,0,548.5
3Y7LTZE0YTMQJDU6VW5TQEBWSS3UZG,bible,praise resounding cymbal,resounding cymbal,0.4166666666666666,1,1,1,1,187.5
3JGHED38EDROGC85M2AZ2FOAEN27Y0,bible,sin made molten image silver even idol according understanding work craftsman,molten image,0.4204545454545454,1,1,1,1,0.0
35YHTYFL1G3KRBS6ZALRJ8XXUUIFV2,bible,indeed even first covenant ordinance divine service earthly sanctuary,earthly sanctuary,0.42105263157894735,1,1,1,1,224.5
322ZSN9Z5GKVG3RSAYPTRMCL8JTT4C,bible,sought godly seed,godly seed,0.425,1,1,1,1,257.0
3QMELQS6Y5BWFBIEPXDDO5VHGP26RX,bible,please dont let respect man person neither give flattering title man,flattering title,0.425,1,1,1,1,261.5
3LEG2HW4UFNBUKU4B01GH30MXWQ2FI,bible,king ahaz cut panel base removed basin took sea bronze ox put pavement stone,bronze ox,0.425,1,1,1,1,381.0
3FBEFUUYRK54GUWXNMRRTF67GLE6AP,bible,went night brook viewed wall turned back entered valley gate returned,valley gate,0.425,1,0,1,0,527.5
31JUPBOORN48GR6PDSDFM7I9GS3L88,bible,sheol barren womb earth satisfied water fire doesnt say enough,barren womb,0.42647058823529416,1,1,1,1,254.0
3VDI8GSXAFTSUZSO21GZ9FD1KBHG8X,bible,devil deceived thrown lake fire sulfur beast false prophet also,false prophet,0.42647058823529416,1,0,1,0,553.0
3Z3R5YC0P3N5EJOHUFLCIQ9CX93FTN,bible,thus say yahweh army god israel behold bring city town evil pronounced made neck stiff may hear word,neck stiff,0.4285714285714286,1,1,1,1,288.0
3Y40HMYLL1I1EIURUEH8TTVLKS5UXJ,bible,poison like poison snake like deaf cobra stop ear,deaf cobra,0.4285714285714286,1,1,1,1,0.0
3DW3BNF1GHIBCWIJRWFL9GGB7Q58VE,bible,lord philistine brought seven green cord dried bound,green cord,0.4285714285714286,0,1,1,0,530.0
3DGDV62G7O9NLXJYP3XLTXEQZ2D2PL,bible,ate unleavened cake parched grain produce land next day passover day,unleavened cake,0.4285714285714286,1,1,1,1,297.0
34ZTTGSNJXOC0ZNV81FHG6A2THGQHH,bible,baked unleavened cake dough brought egypt wasnt leavened thrust egypt couldnt wait neither prepared food,unleavened cake,0.5416666666666666,1,1,1,1,297.0
3VGZ74AYTGGU62I1JDW4B19KA22GC3,bible,offer offering meal offering baked oven shall unleavened cake fine flour mixed oil unleavened wafer anointed oil,unleavened cake,0.55,1,1,1,1,297.0
3K1H3NEY7LZ4BUOFJ9RFV7R2V2FDG1,bible,beloved beg foreigner pilgrim abstain fleshly lust war soul,fleshly lust,0.4305555555555556,1,1,1,1,236.0
3V8JSVE8YYQ9PRNF9AO58PGR0A5YEC,bible,end day nebuchadnezzar lifted eye heaven understanding returned blessed high praised honored life forever dominion everlasting dominion kingdom generation generation,everlasting dominion,0.4305555555555556,1,0,1,1,0.0
3HO4MYYR12OOV3AVTR8ITGI1NO66U1,bible,shall come shall rest desolate valley cleft rock thorn hedge pasture,thorn hedge,0.4305555555555556,1,1,1,1,470.5
3MXX6RQ9EV5XOBYLTHG9MCBOJG94PJ,bible,boasting testimony conscience holiness sincerity god fleshly wisdom grace god behaved world abundantly toward,fleshly wisdom,0.43333333333333335,1,1,1,1,255.0
33NKDW9FFXI5SODR8NW8ZN9FDSYXCC,bible,may come righteous blood shed earth blood righteous abel blood zachariah son barachiah killed sanctuary altar,righteous abel,0.43333333333333335,1,1,1,1,216.5
3WA2XVDZEMH767D93RTDPYWY10C6EK,bible,let beauty outward adorning braiding hair wearing jewel gold putting fine clothing,outward adorning,0.43333333333333335,1,1,1,1,0.0
3SSN80MU8CONBMPF00D6N6MNI17XKP,bible,plague spread garment either warp woof skin whatever use skin used plague destructive mildew,destructive mildew,0.43333333333333335,1,1,1,1,271.5
32CXT5U14G3BZHTJM65GDUESTJW8UP,bible,priest shall come look behold plague spread house destructive mildew house,destructive mildew,0.43333333333333335,1,1,1,1,271.5
3M0556243SK7J6JXXJZ09R3K8RGNFT,bible,shall burn garment whether warp woof wool linen anything skin plague destructive mildew,destructive mildew,0.4615384615384616,1,1,1,1,271.5
371QPA24C2OEO4U9NG6RTO5IWZJT1Z,bible,shall come shall rest desolate valley cleft rock thorn hedge pasture,desolate valley,0.43333333333333335,1,0,1,1,487.0
3QHITW7OYO9XQCFH2V5PZKNYGMQQA6,bible,one prophet said cretan always liar evil beast idle glutton,idle glutton,0.43333333333333335,1,1,1,1,463.5
3PN6H8C9R4Q313BCX9Z5ZLGZX72DAP,bible,came threshing floor atad beyond jordan lamented great severe lamentation,severe lamentation,0.4404761904761905,1,1,1,1,263.0
37SQU136V7ODFKI0LXMHNIMN4GT11Z,bible,surely lip shall speak unrighteousness neither shall tongue utter deceit,utter deceit,0.4411764705882353,1,1,1,1,460.0
3RSBJ6YZECQP1RJ9YYZDOG3PY1MFO1,bible,become one unclean righteousness polluted garment fade leaf iniquity like wind take u away,polluted garment,0.4423076923076923,1,1,1,1,220.0
39HYCOOPKOL434K1UCPA8CBZRORDM9,bible,wilderness grassland overflow,grassland overflow,0.4444444444444444,1,1,1,1,0.0
3M67TQBQQHORYDYVLTU3DPX96MNA95,bible,mountain height israel plant shall bring forth bough bear fruit goodly cedar shall dwell bird every wing shade branch shall dwell,goodly cedar,0.4444444444444444,1,1,1,1,190.5
3VZYA8PITOYCWDY1Q1KTC3GUB4S50I,bible,make ship gopher wood,gopher wood,0.4464285714285714,1,1,1,1,287.0
37SDSEDIN92VQK2LKIVW2S9VIMZ81Q,bible,come tread winepress full vat overflow wickedness great,vat overflow,0.4464285714285714,1,1,1,1,0.0
38LRF35D5LWPYKNDAPAKMD6HDX43US,bible,also take fine spice liquid myrrh five hundred shekel fragrant cinnamon half much even two hundred fifty fragrant cane two hundred fifty,fragrant cane,0.4473684210526315,1,1,1,1,221.0
3U74KRR67MLH2B1YS34PQVILZ0ONT1,bible,shall everlasting statute make atonement child israel year sin,everlasting statute,0.45,1,0,1,1,0.0
3WRBLBQ2GR8ACANL7X3KG07J1D6G0B,bible,wife fruitful vine innermost part house child like olive plant around table,fruitful vine,0.45,1,1,1,1,205.5
372AGES0I459YQ2AQKM3OI81DT1XRI,bible,reason mediator new covenant since death occurred redemption transgression first covenant called may receive promise eternal inheritance,eternal inheritance,0.45,1,0,1,1,250.0
33IXYHIZB5IJO6U8GPHAZLFMLVB2E0,bible,day herod king judea certain priest named zacharias priestly division abijah,priestly division,0.45,1,1,1,1,259.0
3BS6ERDL9372E1Z97WITJGED1OB6DR,bible,basket kneading trough shall cursed,kneading trough,0.45,1,1,1,1,0.0
3N3WJQXELSQXUC40XB4ECG56USBL25,bible,jesus saw multitude came running together rebuked unclean spirit saying mute deaf spirit command come never enter,deaf spirit,0.45,1,1,1,1,259.0
3XAOZ9UYRZR1WO2H6CCWOJUVCSKQ1I,bible,centurion found ship alexandria sailing italy put u board,alexandria sailing,0.45,1,1,1,0,0.0
34KYK9TV2R8EM2ZM0DUQPVM5GSWBSB,bible,godly sorrow work repentance salvation brings regret,godly sorrow,0.45,1,1,1,1,243.0
35F6NGNVM8JSZQ9BCWN0UYWVZLK7TB,bible,isnt tent cord plucked within,tent cord,0.45,1,1,1,0,499.0
3YLPJ8OXX8D2XK0CF8QQGPXRLFI4X7,bible,word came jeremiah yahweh nebuchadnezzar king babylon army kingdom earth dominion people fighting jerusalem city saying,nebuchadnezzar king,0.4523809523809523,1,0,1,1,261.0
3M7OI89LVYOS99TV70NIZAWVGOZ6CR,bible,afterward say yahweh deliver zedekiah king judah servant people even left city pestilence sword famine hand nebuchadnezzar king babylon hand enemy hand seek life shall strike edge sword shall spare neither pity mercy,nebuchadnezzar king,0.6,1,0,1,1,261.0
3QE4DGPGBRBRBY5MQYQMS3XWIPMG4R,bible,thus say yahweh three transgression tyre yes four turn away punishment delivered whole community edom didnt remember brotherly covenant,brotherly covenant,0.4583333333333334,1,1,1,1,0.0
31J7RYECZLQQ5RM4E7407XV12MXL1O,bible,value engraved image maker engraved molten image even teacher lie fashion form trust make mute idol,mute idol,0.4583333333333334,1,1,1,1,0.0
3YGE63DIN8X69WDLM27223T7V1W0WU,bible,know heathen led away mute idol however might led,mute idol,0.475,1,1,1,1,0.0
3HFWPF5AK9J9J7V9LKFK7COTS0J3SC,bible,deliver snare fowler deadly pestilence,deadly pestilence,0.4583333333333334,1,1,1,1,0.0
39HYCOOPKOL434K1UCPA8CBZROQDM8,bible,came pas commanded man clothed linen saying take fire whirling wheel cherub went stood beside wheel,whirling wheel,0.4605263157894737,1,1,1,1,283.0
30Z7M1Q8UYKRK8FLG1OPDT2YMG5A8G,bible,sink deep mire foothold,deep mire,0.4605263157894737,1,1,1,1,271.0
3SA4EMRVJV2GPNGKAGT7A9LB24T0PZ,bible,aromatic resin onyx stone,onyx stone,0.4615384615384616,1,1,1,1,282.0
3CVDZS288H011OYXLIK0WCEK317FMM,bible,publish proclaim city jerusalem saying go mountain get olive branch branch wild olive myrtle branch palm branch branch thick tree make booth written,myrtle branch,0.4642857142857143,1,1,1,1,264.5
3N2YPY1GI6YSLXSA4Z1L1QCXIT3VE0,bible,woe decree unrighteous decree writer write oppressive decree,unrighteous decree,0.4722222222222222,1,1,1,1,188.0
3V0TR1NRVA2Q17SJ4YYCWHMTKU9A49,bible,hezekiah exceeding much rich honor provided treasury silver gold precious stone spice shield kind goodly vessel,goodly vessel,0.4722222222222222,1,1,1,1,230.5
3UEBBGULPFOKEW36UKBMNMVEGN9FUD,bible,yahweh came grievous swarm fly house pharaoh servant house land egypt land corrupted reason swarm fly,grievous swarm,0.4736842105263158,1,1,1,1,231.5
3G3AJKPCXLSRXPQMK4CSZ340NLBY46,bible,dont desire ignorant brother mystery wont wise conceit partial hardening happened israel fullness gentile come,partial hardening,0.475,1,1,1,1,0.0
311HQEI8RSGOL2IAIOCIGMXCKH67ZR,bible,made law fleshly commandment power endless life,fleshly commandment,0.4772727272727273,1,1,1,1,0.0
3R0WOCG21M9NGCPA3EGWZMST4ATDU0,bible,ate unleavened cake parched grain produce land next day passover day,parched grain,0.4821428571428571,1,1,1,1,0.0
3UYRNV2KITZY4R9AP5TUZZMYLN38NX,bible,weak heart say lord yahweh since thing work impudent prostitute,impudent prostitute,0.4821428571428571,1,1,1,1,187.0
39O6Z4JLX2X1RXJRZ4RDPFX4YZEXVB,bible,thing hard understand ignorant unsettled twist also scripture destruction,unsettled twist,0.4833333333333333,1,1,1,1,255.0
3FCO4VKOZ4DQA7REM1Y5VCWUWBX7EL,bible,tell thus say yahweh army god israel behold send take nebuchadnezzar king babylon servant set throne stone hidden shall spread royal pavilion,royal pavilion,0.4833333333333333,1,1,1,1,0.0
3YOAVL4CA0HR2F0RGQEBDAD2TFG4Z4,bible,bow house rimmon may yahweh pardon servant thing,yahweh pardon,0.4833333333333333,1,1,1,1,266.0
3JTPR5MTZSCE9355UUUBVNV3P2Y5KO,bible,give sincere homage son lest angry perish way wrath soon kindled,sincere homage,0.4852941176470589,1,1,1,1,264.5
3OEWW2KGQJBS375D7S4N0G04MO5DON,bible,wrote name king ahasuerus sealed king ring sent letter courier horseback riding royal horse bread swift steed,swift steed,0.4861111111111112,1,1,1,1,253.5
3H5TOKO3D9JPE5GGELH0GCK7OBI64E,bible,righteous perishes man lay heart merciful men taken away none considering righteous taken away evil,righteous perishes,0.4861111111111112,1,1,1,1,216.5
3BDORL6HKKDLVSRFZOQGA5NRCBECRW,bible,true near kinsman however kinsman nearer,near kinsman,0.4880952380952381,1,1,1,1,445.5
3OLZC0DJ8JF412UW0IRCM5APAMAVI9,bible,shall make proclamation day shall holy convocation shall regular work,holy convocation,0.4880952380952381,1,1,1,1,87.5
3JGHED38EDROGC85M2AZ2FOAEN1Y7Q,bible,every one righteous ordinance endures forever,righteous ordinance,0.4880952380952381,1,0,1,1,216.5
33K3E8REWWV3GLNERBG3X1DWN1D8XH,bible,seven time day praise righteous ordinance,righteous ordinance,0.675,1,0,1,1,216.5
36MUZ9VAE626RGSODE1RV46QIM0DEK,bible,praying dont use vain repetition gentile think heard much speaking,vain repetition,0.5,1,1,1,1,243.0
33Q5P9PUSPMUXJD695KTW8PQLSXCZP,bible,aaron light lamp evening shall burn perpetual incense yahweh throughout generation,perpetual incense,0.5,1,1,1,1,252.0
3S8A4GJRD33O8IZVYHINP2KK1VFV6F,bible,one sews piece unshrunk cloth old garment else patch shrink new tear away old worse hole made,unshrunk cloth,0.5,1,1,1,1,280.5
363A7XIFV4MPVKBYOUZZ57M6XE5VA5,bible,come know god rather known god turn back weak miserable elemental principle desire bondage,elemental principle,0.5,1,1,1,1,248.0
3PCPFX4U40QSM3WPDBRHDLYPD23QFJ,bible,priest shall take boiled shoulder ram one unleavened cake basket one unleavened wafer shall put hand nazirite shaved head separation,unleavened wafer,0.5,1,1,1,1,215.0
37SOB9Z0SSXMFU0J1BIJVQAY06BL3G,bible,said seen behold lampstand gold bowl top seven lamp thereon seven pipe lamp top,lamp thereon,0.5,1,0,1,1,289.0
39O0SQZVJN7FJBWJ87I5UJVDB0N7RY,bible,every head bald every beard clipped hand cutting waist sackcloth,waist sackcloth,0.5,1,1,1,1,270.0
3G3AJKPCXLSRXPQMK4CSZ340NLC4YD,bible,brought pas lay waste fortified city ruinous heap,ruinous heap,0.5,1,1,1,1,259.5
38XPGNCKHT0ATVVHFTP8S40654A4V4,bible,brought pas destroy fortified city turning ruinous heap,ruinous heap,0.6388888888888888,1,1,1,1,259.5
3WGZLY9VCHMPIFIX0BFR3UA47J28DG,bible,god deed dwell earth,deed dwell,0.5,1,0,1,1,237.5
3J06WJ78HNK9N8EWZPQV1U0JIO6VV6,bible,brings prisoner singing rebellious dwell sunscorched land,rebellious dwell,0.5,1,1,1,1,245.0
3DZKABX2ZI5DOZ8W88VQB2CUXHRCVP,bible,may god peace brought dead great shepherd sheep blood eternal covenant lord jesus,eternal covenant,0.5,1,0,1,1,250.0
3P7QK0GJ3TLHZ1L4CCVNKVG491K2Z6,bible,righteous servant justify many knowledge bear iniquity,righteous servant,0.5,1,0,1,1,435.0
3I01FDIL6M8EW0G8KU6QT3X1LJAD2I,bible,tower flock hill daughter zion come yes former dominion come kingdom daughter jerusalem,former dominion,0.5,1,0,1,1,261.5
3HA5ODM5KASTVGXS5ULQQ7GCJKCVS1,bible,nevertheless shall eat chew cud hoof cloven camel hare rabbit chew cud dont part hoof unclean,hoof cloven,0.5125,1,1,1,1,200.5
3HY86PZXPYICZLCCXLHWU25HTPWE1U,bible,every animal part hoof hoof cloven two chew cud among animal may eat,hoof cloven,0.5833333333333334,1,1,1,1,200.5
3LAZVA75NIR50X7XA3K64X90PXH2O4,bible,said ask one small petition dont deny,small petition,0.5131578947368421,1,1,1,1,308.0
38O9DZ0A62NFBR1TA7YCNXN94XM62I,bible,trample young lion serpent underfoot,serpent underfoot,0.5131578947368421,1,1,1,1,0.0
3D1TUISJWI04ON5WVSH7QJ86WF1IU7,bible,innumerable evil surrounded,innumerable evil,0.5138888888888888,1,1,1,1,269.0
3Q7TKIAPOTAKXM2GU0OV8ZWARJ1DL7,bible,sworn say yahweh bozrah shall become astonishment reproach waste curse city shall perpetual waste,perpetual waste,0.5147058823529411,1,1,1,1,288.5
3N3WJQXELSQXUC40XB4ECG56USC2LN,bible,hate despise feast cant stand solemn assembly,solemn assembly,0.5166666666666667,1,1,1,1,226.5
3KWGG5KP6J2UYCENUGUZO6TH6OFCM8,bible,open river bare height spring midst valley,bare height,0.5166666666666667,1,0,1,1,555.5
3RBI0I35XE36FT7IKQ79PYCU9LF3YQ,bible,inhabitant land canaanite saw mourning floor atad said grievous mourning egyptian,grievous mourning,0.5166666666666667,1,1,1,1,0.0
3AFT28WXLF29BILZZ65YRDGHETDIOU,bible,altar hearth shall twelve cubit long twelve broad square four side,altar hearth,0.5166666666666667,1,1,1,1,0.0
3OPLMF3EU5NTJYTTJU2Y44845N2NLY,bible,upper altar shall four cubit altar hearth upward shall four horn,altar hearth,0.675,1,1,1,1,0.0
3VO4XFFP15MF7AHJVST5PTL8FEKQ7F,bible,wail shepherd cry wallow dust principal flock day slaughter dispersion fully come shall fall like goodly vessel,goodly vessel,0.5166666666666667,1,1,1,1,230.5
324N5FAHSXBV7XKK0LCOZLP22QZVKK,bible,shall false vision flattering divination within house israel,flattering divination,0.5178571428571429,1,1,1,1,0.0
341YLJU21IZV4BWUC871K0DEDOI2I9,bible,turned degenerate branch foreign vine,degenerate branch,0.5178571428571429,1,1,1,1,264.5
3JMNNNO3B14D56GZ1PBGLRMMSZG2WG,bible,lift foot perpetual ruin evil enemy done sanctuary,perpetual ruin,0.5178571428571429,1,1,1,1,0.0
37PGLWGSJT6QLR0K1ED5KWZ8UO3IKA,bible,shall sow neither reap grows gather undressed vine,undressed vine,0.525,1,1,1,1,205.5
3NI0WFPPI9G8FHYFVKUY49UU7Z306T,bible,brought house gave donkey fodder washed foot ate drink,donkey fodder,0.525,1,1,1,1,0.0
3UYRNV2KITZY4R9AP5TUZZMYLN3N8C,bible,gave donkey fodder,donkey fodder,0.5833333333333334,1,1,1,1,0.0
3EHIMLB7F7Z6UVNZM7YHUFP2ZBU8HO,bible,captive exile shall speedily freed shall die go pit neither shall bread fail,captive exile,0.525,1,1,1,1,207.5
3AQN9REUTFG4XL9FDFDL27Y60Y4DYY,bible,aromatic resin onyx stone,aromatic resin,0.525,1,1,1,1,153.5
3GITHABACYLNIC7L9OKTP89VZNC2NP,bible,like profane mocker feast gnashed teeth,profane mocker,0.5263157894736842,1,1,1,1,147.5
3MYASTQBG7BVOJITM5WRPLV41PNQD8,bible,wing ostrich wave proudly feather plumage love,ostrich wave,0.5277777777777778,1,1,1,1,438.0
3LVTFB9DE5IY03SKOVXZV6Y1EH3QGI,bible,corrupt done abominable iniquity,abominable iniquity,0.5277777777777778,1,1,1,1,179.0
3MVY4USGB6NO9ADS6NM7BIQIBIGISR,bible,bring vain offering,vain offering,0.5277777777777778,1,0,1,1,243.0
3QQUBC64ZEEOJSAIXD5MFY3RCWCNXK,bible,unreasoning creature born natural animal taken destroyed speaking evil matter ignorant destroying surely destroyed,unreasoning creature,0.5277777777777778,1,1,1,1,254.0
31ANT7FQN82N7D4XO9REIVFBXLU5HK,bible,father mother said never woman among daughter brother among people go take wife uncircumcised philistine,uncircumcised philistine,0.5294117647058824,1,1,1,1,0.0
356TQKY9XFX916HN9YC53208L8Z78M,bible,said king dont let lord impute iniquity remember servant perversely day lord king went jerusalem king take heart,impute iniquity,0.5333333333333333,1,1,1,1,0.0
39TX062QX1OHFOH8FUL76K5L7FL3XK,bible,false prophet also arose among people false teacher also among secretly bring destructive heresy denying even master bought bringing swift destruction,destructive heresy,0.5333333333333333,1,1,1,1,438.5
3R16PJFTS3RWDK15GPB1QVPPP634KI,bible,throw abominable filth make vile set spectacle,abominable filth,0.5333333333333333,1,1,1,1,425.0
37MQ8Z1JQEWHUBBZGQT46O7237FY2A,bible,knew obstinate neck iron sinew brow brass,brow brass,0.5333333333333333,1,1,1,1,234.5
362E9TQF2HQLJ541BNSQM47FN7MIG7,bible,set standard land blow trumpet among nation prepare nation call together kingdom ararat minni ashkenaz appoint marshal cause horse come rough canker worm,canker worm,0.5357142857142857,1,1,1,1,249.0
3DA79LNS59VAY78OAKKAHHKFUJXT3R,bible,yahweh army sworn saying surely fill men canker worm shall lift shout,canker worm,0.7777777777777777,1,1,1,1,249.0
3KLL7H3EGD1457JCU09RMT9AA9VVHG,bible,second lot came simeon even tribe child simeon according family,second lot,0.5357142857142857,1,0,0,0,299.0
3GL25Y6843UI1APILCQM2JER762XMU,bible,incorruptible undefiled inheritance doesnt fade away reserved heaven,undefiled inheritance,0.5416666666666666,1,1,1,1,0.0
36AZSFEYZ40UEUGQU8ZV0I6CFWQBVG,bible,born corruptible seed incorruptible word god life remains forever,corruptible seed,0.5416666666666666,1,1,1,1,257.0
3K8CQCU3KE19US5SN890DFPK3U6NWR,bible,meat drink various washing fleshly ordinance imposed time reformation,fleshly ordinance,0.5441176470588235,1,1,1,1,0.0
3DWNFENNE3V120VNY4BPPGPCAH34JJ,bible,used none thing dont write thing may done case would rather die anyone make boasting void,boasting void,0.55,1,1,1,1,0.0
3OREP8RUT2BBWXQV5D090H32SH2GBW,bible,also many unruly men vain talker deceiver especially circumcision,vain talker,0.55,1,1,1,1,243.0
344M16OZKIFFDSJ128FUR9IKWQ1NEB,bible,hand defiled blood finger iniquity lip spoken lie tongue mutter wickedness,mutter wickedness,0.5526315789473685,1,1,1,1,0.0
3M0556243SK7J6JXXJZ09R3K8RHFNM,bible,husband forbids day hears shall make void vow rash utterance lip bound soul yahweh forgive,rash utterance,0.5535714285714286,1,1,1,1,421.0
3ECKRY5B1QWLAMZ61FGF7BNLYXGIZW,bible,trespass one death reigned one much receive abundance grace gift righteousness reign life one jesus christ,righteousness reign,0.5555555555555556,1,0,1,1,216.5
3VO4XFFP15MF7AHJVST5PTL8FEL7QX,bible,almighty pervert righteousness,pervert righteousness,0.5666666666666667,1,1,1,1,0.0
386T3MLZLNVVJVH3OZRWONQLDUT08F,bible,harness chariot swift steed inhabitant lachish,swift steed,0.5666666666666667,1,1,1,1,253.5
3GVPRXWRPHU2QCT0IKOWGRUMO447IU,bible,amalek dwells land south hittite jebusite amorite dwell hill country canaanite dwells sea along side jordan,canaanite dwells,0.5666666666666667,1,1,1,1,0.0
3I01FDIL6M8EW0G8KU6QT3X1LJA2D7,bible,word whisperer dainty morsel go innermost part,dainty morsel,0.5666666666666667,1,1,1,1,0.0
3PIOQ99R7YMW2OGNS8UZVR4NIEVNUS,bible,word gossip like dainty morsel go person innermost part,dainty morsel,0.5833333333333334,1,1,1,1,0.0
35JDMRECC499302FF42Z1P9NVEFGEW,bible,made molten calf worshiped sacrificed said god israel brought land egypt,molten calf,0.5694444444444444,1,1,1,1,255.5
3QX22DUVOOHQXLKNLXP4EYH6RVUVMP,bible,yes made molten calf said god brought egypt committed awful blasphemy,molten calf,0.625,1,1,1,1,255.5
3XABXM4AJ15J7OM25XLB3TH3QYQQ82,bible,part body think le honorable bestow abundant honor unpresentable part abundant propriety,abundant propriety,0.5714285714285714,1,1,1,1,262.0
3L55D8AUFAXUST31DJIAI1GOFYSYCJ,bible,thus say yahweh acceptable time answered day salvation helped preserve give covenant people raise land make inherit desolate heritage,desolate heritage,0.575,1,1,1,1,229.5
3PR3LXCWSFZ3UQ6OW3MHXX8777W9X8,bible,loathsome food,loathsome food,0.575,1,1,1,1,289.5
351S7I5UG9WNO85TG9QLOPVC1YXNJW,bible,saw also house raised base around foundation side room full reed six great cubit,full reed,0.575,1,1,1,0,512.0
3UEBBGULPFOKEW36UKBMNMVEGNAFUE,bible,golden altar incense ark covenant overlaid side gold golden pot holding manna aaron rod budded tablet covenant,covenant overlaid,0.575,1,1,1,1,0.0
3NCN4N1H1GHH6P7HSHD4Q1CZTTONBB,bible,mute stone arise,mute stone,0.5789473684210527,1,1,1,1,282.0
3NFWQRSHVEE19E2BAFM5J7UN7FUGFE,bible,mourn son bitter lamentation destroyer shall suddenly come u,bitter lamentation,0.5833333333333334,1,1,1,1,263.0
3NOEP8XAU42OMDMVDSIEJN8MCBDPXI,bible,lip like lily dropping liquid myrrh,liquid myrrh,0.5833333333333334,1,1,1,1,289.0
3DZKABX2ZI5DOZ8W88VQB2CUXHQVC7,bible,also take fine spice liquid myrrh five hundred shekel fragrant cinnamon half much even two hundred fifty fragrant cane two hundred fifty,liquid myrrh,0.6,1,1,1,1,289.0
3U18MJKL1UM0GUZN6H9Z1LIHBEONCI,bible,shall hang four pillar acacia overlaid gold hook shall gold four socket silver,acacia overlaid,0.5921052631578947,1,1,1,1,0.0
3FULMHZ7OUXR381811OH58HTEBY4MN,bible,law trespass offering,trespass offering,0.5972222222222222,1,0,1,1,0.0
3D17ECOUOEV9PNWF8100BB1K20731T,bible,itinerant jew exorcist took invoke evil spirit name lord jesus saying adjure jesus paul preaches,itinerant jew,0.6,1,1,1,1,0.0
3ZQX1VYFTD5GMC9MQKT7EOM3BX88OC,bible,yahweh said backsliding israel shown righteous treacherous judah,treacherous judah,0.6,1,1,1,1,0.0
3X4Q1O9UBHMCMY43GF110OQ80D37OP,bible,reckoned genealogy day jotham king judah day jeroboam king israel,jeroboam king,0.6,1,0,1,1,261.0
3D1UCPY6GG9R0NG07M9FQLOSG6D83I,bible,contemplative psalm,contemplative psalm,0.6,1,1,1,1,209.0
3BA7SXOG1JQJJP12ICAB8JR8MKS8RL,bible,ornan threshing wheat,threshing wheat,0.6,1,1,1,1,255.0
3M47JKRKCX1QX63IQO7DXO0CQXF86O,bible,uncircumcised philistine defy army living god,uncircumcised philistine,0.6052631578947368,1,1,1,1,0.0
302U8RURJZ1WF35NXY44RD66WL4VNP,bible,ox likewise young donkey till ground eat savory provender winnowed shovel fork,savory provender,0.625,1,1,1,1,277.0
3MWOYZD5WVO1PJWQWMIQWLCY0S7NOF,bible,say thing gentile sacrifice sacrifice demon god dont desire would fellowship demon,gentile sacrifice,0.625,1,0,1,1,0.0
3SSN80MU8CONBMPF00D6N6MNI17KXC,bible,anyone touch unclean thing uncleanness man unclean animal unclean abomination eats flesh sacrifice peace offering belong yahweh soul shall cut people,unclean abomination,0.625,1,0,1,1,201.5
32204AGAABCLNATH55A5MS60NU7GHC,bible,yahweh said satan yahweh rebuke satan,yahweh rebuke,0.6388888888888888,1,1,1,1,0.0
3FBEFUUYRK54GUWXNMRRTF67GLFA6U,bible,annulling foregoing commandment weakness uselessness,foregoing commandment,0.6388888888888888,1,1,1,1,0.0
